"","bestCostByT","temperatures"
"212",149510407,1765635.8747599
"213",149807423,1747979.5160123
"214",148903514,1730499.72085218
"215",150200045,1713194.72364366
"216",148865464,1696062.77640722
"217",149872690,1679102.14864315
"218",149113176,1662311.12715672
"219",149156241,1645688.01588515
"220",148797304,1629231.1357263
"221",150547254,1612938.82436904
"222",149750773,1596809.43612535
"223",149410875,1580841.34176409
"224",150140670,1565032.92834645
"225",148660363,1549382.59906299
"226",148780855,1533888.77307236
"227",148389067,1518549.88534163
"228",148582423,1503364.38648822
"229",148745216,1488330.74262334
"230",148091576,1473447.4351971
"231",148997777,1458712.96084513
"232",152988774,1444125.83123668
"233",148853682,1429684.57292431
"234",149005731,1415387.72719507
"235",148722369,1401233.84992312
"236",150937799,1387221.51142389
"237",149082393,1373349.29630965
"238",149760624,1359615.80334655
"239",149028988,1346019.64531309
"240",149875947,1332559.44885996
"241",149425667,1319233.85437136
"242",149298134,1306041.51582764
"243",150929453,1292981.10066937
"244",148740600,1280051.28966267
"245",149320399,1267250.77676605
"246",148603475,1254578.26899839
"247",150899209,1242032.4863084
"248",149123509,1229612.16144532
"249",149799201,1217316.03983086
"250",148841534,1205142.87943256
"251",148772290,1193091.45063823
"252",149765409,1181160.53613185
"253",150497011,1169348.93077053
"254",149969977,1157655.44146282
"255",148703275,1146078.8870482
"256",148848900,1134618.09817771
"257",148938390,1123271.91719594
"258",149476456,1112039.19802398
"259",149303697,1100918.80604374
"260",149644832,1089909.6179833
"261",148643064,1079010.52180347
"262",149020103,1068220.41658543
"263",148758824,1057538.21241958
"264",148770247,1046962.83029538
"265",149377037,1036493.20199243
"266",148668434,1026128.2699725
"267",148666209,1015866.98727278
"268",149313588,1005708.31740005
"269",145657831,995651.234226051
"270",145657831,985694.72188379
"271",145657831,975837.774664952
"272",145657831,966079.396918303
"273",145657831,956418.60294912
"274",145657831,946854.416919629
"275",145657831,937385.872750432
"276",145657831,928012.014022928
"277",147583867,918731.893882699
"278",148735511,909544.574943872
"279",149976195,900449.129194433
"280",149042327,891444.637902489
"281",149371401,882530.191523464
"282",148563529,873704.889608229
"283",150258590,864967.840712147
"284",150542669,856318.162305025
"285",149192431,847754.980681975
"286",148813871,839277.430875155
"287",149123037,830884.656566404
"288",149264559,822575.81000074
"289",150107181,814350.051900732
"290",148763065,806206.551381725
"291",149033523,798144.485867908
"292",148738443,790163.041009229
"293",148421634,782261.410599136
"294",148760020,774438.796493145
"295",149100135,766694.408528214
"296",148919733,759027.464442931
"297",151633389,751437.189798502
"298",149284086,743922.817900517
"299",150658456,736483.589721512
"300",148868401,729118.753824297
"301",148516016,721827.566286054
"302",148586354,714609.290623193
"303",149281430,707463.197716961
"304",149728321,700388.565739791
"305",149425608,693384.680082394
"306",148229133,686450.83328157
"307",148408105,679586.324948754
"308",148834231,672790.461699266
"309",148876698,666062.557082274
"310",148800861,659401.931511451
"311",149151847,652807.912196336
"312",148746837,646279.833074373
"313",149482352,639817.034743629
"314",148755093,633418.864396193
"315",149416856,627084.675752231
"316",149936369,620813.828994709
"317",148746518,614605.690704762
"318",149008301,608459.633797714
"319",149301848,602375.037459737
"320",147943152,596351.28708514
"321",147943152,590387.774214288
"322",148735197,584483.896472145
"323",148763584,578639.057507424
"324",148712678,572852.66693235
"325",149183614,567124.140263026
"326",149082196,561452.898860396
"327",150092840,555838.369871792
"328",148707924,550279.986173074
"329",148748021,544777.186311343
"330",148713515,539329.41444823
"331",149303104,533936.120303748
"332",147508461,528596.75910071
"333",149013762,523310.791509703
"334",148617834,518077.683594606
"335",149139656,512896.90675866
"336",148604883,507767.937691073
"337",148115024,502690.258314163
"338",147635906,497663.355731021
"339",148913601,492686.722173711
"340",145499240,487759.854951974
"341",145499240,482882.256402454
"342",145499240,478053.433838429
"343",145499240,473272.899500045
"344",145499240,468540.170505045
"345",145499240,463854.768799994
"346",145499240,459216.221111994
"347",145585592,454624.058900874
"348",145585592,450077.818311866
"349",145585592,445577.040128747
"350",145585592,441121.269727459
"351",145585592,436710.057030185
"352",145585592,432342.956459883
"353",145585592,428019.526895284
"354",145585592,423739.331626331
"355",145585592,419501.938310068
"356",145585592,415306.918926967
"357",145585592,411153.849737698
"358",145585592,407042.311240321
"359",145585592,402971.888127917
"360",145585592,398942.169246638
"361",145585592,394952.747554172
"362",145585592,391003.22007863
"363",145585592,387093.187877844
"364",145585592,383222.255999065
"365",145585592,379390.033439075
"366",145585592,375596.133104684
"367",145585592,371840.171773637
"368",145585592,368121.770055901
"369",145585592,364440.552355342
"370",145585592,360796.146831788
"371",145585592,357188.18536347
"372",145585592,353616.303509836
"373",145585592,350080.140474737
"374",145585592,346579.33906999
"375",145585592,343113.54567929
"376",145585592,339682.410222497
"377",145585592,336285.586120272
"378",145585592,332922.73025907
"379",145585592,329593.502956479
"380",145585592,326297.567926914
"381",145585592,323034.592247645
"382",145585592,319804.246325169
"383",145585592,316606.203861917
"384",145585592,313440.141823298
"385",145585592,310305.740405065
"386",145585592,307202.683001014
"387",145585592,304130.656171004
"388",145585592,301089.349609294
"389",145585592,298078.456113201
"390",145585592,295097.671552069
"391",145585592,292146.694836548
"392",145585592,289225.227888183
"393",145585592,286332.975609301
"394",145585592,283469.645853208
"395",145585592,280634.949394676
"396",145585592,277828.599900729
"397",145585592,275050.313901722
"398",145585592,272299.810762705
"399",145585592,269576.812655078
"400",145585592,266881.044528527
"401",145585592,264212.234083241
"402",145585592,261570.111742409
"403",145585592,258954.410624985
"404",145585592,256364.866518735
"405",145585592,253801.217853548
"406",145585592,251263.205675012
"407",145585592,248750.573618262
"408",145585592,246263.06788208
"409",145585592,243800.437203259
"410",145585592,241362.432831226
"411",145585592,238948.808502914
"412",145585592,236559.320417885
"413",145585592,234193.727213706
"414",145585592,231851.789941569
"415",145585592,229533.272042153
"416",145585592,227237.939321732
"417",145585592,224965.559928514
"418",145585592,222715.904329229
"419",145585592,220488.745285937
"420",145585592,218283.857833077
"421",145585592,216101.019254747
"422",145585592,213940.009062199
"423",145585592,211800.608971577
"424",145585592,209682.602881861
"425",145585592,207585.776853043
"426",145585592,205509.919084512
"427",145585592,203454.819893667
"428",145585592,201420.271694731
"429",145585592,199406.068977783
"430",145585592,197412.008288005
"431",145585592,195437.888205125
"432",145585592,193483.509323074
"433",145585592,191548.674229843
"434",145585592,189633.187487545
"435",145585592,187736.85561267
"436",145585592,185859.487056543
"437",145585592,184000.892185977
"438",145585592,182160.883264118
"439",145585592,180339.274431476
"440",145585592,178535.881687162
"441",145585592,176750.52287029
"442",145585592,174983.017641587
"443",145585592,173233.187465171
"444",145585592,171500.85559052
"445",145585592,169785.847034614
"446",145585592,168087.988564268
"447",145585592,166407.108678626
"448",145585592,164743.037591839
"449",145585592,163095.607215921
"450",145585592,161464.651143762
"451",145585592,159850.004632324
"452",145585592,158251.504586001
"453",145585592,156668.989540141
"454",145585592,155102.299644739
"455",145585592,153551.276648292
"456",145585592,152015.763881809
"457",145585592,150495.606242991
"458",145585592,148990.650180561
"459",145585592,147500.743678756
"460",145585592,146025.736241968
"461",145585592,144565.478879548
"462",145585592,143119.824090753
"463",145585592,141688.625849845
"464",145585592,140271.739591347
"465",145585592,138869.022195433
"466",145585592,137480.331973479
"467",145585592,136105.528653744
"468",145585592,134744.473367207
"469",145585592,133397.028633535
"470",145585592,132063.058347199
"471",145585592,130742.427763727
"472",145585592,129435.00348609
"473",145585592,128140.653451229
"474",145585592,126859.246916717
"475",145585592,125590.65444755
"476",145585592,124334.747903074
"477",145585592,123091.400424043
"478",145585592,121860.486419803
"479",145585592,120641.881555605
"480",145585592,119435.462740049
"481",145585592,118241.108112648
"482",145585592,117058.697031522
"483",145585592,115888.110061207
"484",145585592,114729.228960595
"485",145585592,113581.936670989
"486",145585592,112446.117304279
"487",145585592,111321.656131236
"488",145585592,110208.439569924
"489",145585592,109106.355174224
"490",145585592,108015.291622482
"491",145585592,106935.138706257
"492",145585592,105865.787319195
"493",145585592,104807.129446003
"494",145585592,103759.058151543
"495",145585592,102721.467570027
"496",145585592,101694.252894327
"497",145585592,100677.310365384
"498",145585592,99670.53726173
"499",145585592,98673.8318891127
"500",145585592,97687.0935702216
"501",145585592,96710.2226345194
"502",145585592,95743.1204081742
"503",145585592,94785.6892040925
"504",145585592,93837.8323120515
"505",145585592,92899.453988931
"506",145585592,91970.4594490417
"507",145585592,91050.7548545513
"508",145585592,90140.2473060058
"509",145585592,89238.8448329457
"510",145585592,88346.4563846162
"511",145585592,87462.9918207701
"512",145585592,86588.3619025624
"513",145585592,85722.4782835367
"514",145585592,84865.2535007014
"515",145585592,84016.6009656943
"516",145585592,83176.4349560374
"517",145585592,82344.670606477
"518",145585592,81521.2239004123
"519",145585592,80706.0116614081
"520",145585592,79898.9515447941
"521",145585592,79099.9620293461
"522",145585592,78308.9624090527
"523",145585592,77525.8727849621
"524",145585592,76750.6140571125
"525",145585592,75983.1079165414
"526",145585592,75223.276837376
"527",145585592,74471.0440690022
"528",145585592,73726.3336283122
"529",145585592,72989.0702920291
"530",145585592,72259.1795891088
"531",145585592,71536.5877932177
"532",145585592,70821.2219152855
"533",145585592,70113.0096961326
"534",145585592,69411.8795991713
"535",145585592,68717.7608031796
"536",145585592,68030.5831951478
"537",145585592,67350.2773631963
"538",145585592,66676.7745895644
"539",145585592,66010.0068436687
"540",145585592,65349.906775232
"541",145585592,64696.4077074797
"542",145585592,64049.4436304049
"543",145585592,63408.9491941009
"544",145585592,62774.8597021599
"545",145585592,62147.1111051383
"546",145585592,61525.6399940869
"547",145585592,60910.383594146
"548",145585592,60301.2797582046
"549",145585592,59698.2669606225
"550",145585592,59101.2842910163
"551",145585592,58510.2714481061
"552",145585592,57925.1687336251
"553",145585592,57345.9170462888
"554",145585592,56772.4578758259
"555",145585592,56204.7332970677
"556",145585592,55642.685964097
"557",145585592,55086.259104456
"558",145585592,54535.3965134114
"559",145585592,53990.0425482773
"560",145585592,53450.1421227946
"561",145585592,52915.6407015666
"562",145585592,52386.4842945509
"563",145585592,51862.6194516054
"564",145585592,51343.9932570894
"565",145585592,50830.5533245185
"566",145585592,50322.2477912733
"567",145585592,49819.0253133606
"568",145585592,49320.835060227
"569",145585592,48827.6267096247
"570",145585592,48339.3504425284
"571",145585592,47855.9569381032
"572",145585592,47377.3973687221
"573",145585592,46903.6233950349
"574",145585592,46434.5871610845
"575",145585592,45970.2412894737
"576",145585592,45510.538876579
"577",145585592,45055.4334878132
"578",145585592,44604.879152935
"579",145585592,44158.8303614057
"580",145585592,43717.2420577916
"581",145585592,43280.0696372137
"582",145585592,42847.2689408416
"583",145585592,42418.7962514332
"584",145585592,41994.6082889188
"585",145585592,41574.6622060296
"586",145585592,41158.9155839693
"587",145585592,40747.3264281297
"588",145585592,40339.8531638484
"589",145585592,39936.4546322099
"590",145585592,39537.0900858878
"591",145585592,39141.7191850289
"592",145585592,38750.3019931786
"593",145585592,38362.7989732468
"594",145585592,37979.1709835144
"595",145585592,37599.3792736792
"596",145585592,37223.3854809424
"597",145585592,36851.151626133
"598",145585592,36482.6401098717
"599",145585592,36117.8137087729
"600",145585592,35756.6355716852
"601",145585592,35399.0692159684
"602",145585592,35045.0785238087
"603",145585592,34694.6277385706
"604",145430169,34347.6814611849
"605",145430169,34004.204646573
"606",145430169,33664.1626001073
"607",145430169,33327.5209741062
"608",145430169,32994.2457643652
"609",145430169,32664.3033067215
"610",145430169,32337.6602736543
"611",145430169,32014.2836709178
"612",145430169,31694.1408342086
"613",145430169,31377.1994258665
"614",145430169,31063.4274316078
"615",145430169,30752.7931572917
"616",145430169,30445.2652257188
"617",145430169,30140.8125734616
"618",145430169,29839.404447727
"619",145430169,29541.0104032498
"620",145430169,29245.6002992173
"621",145430169,28953.1442962251
"622",145430169,28663.6128532628
"623",145430169,28376.9767247302
"624",145430169,28093.2069574829
"625",145430169,27812.2748879081
"626",145430169,27534.152139029
"627",145430169,27258.8106176387
"628",145430169,26986.2225114623
"629",145430169,26716.3602863477
"630",145430169,26449.1966834842
"631",145430169,26184.7047166494
"632",145430169,25922.8576694829
"633",145430169,25663.629092788
"634",145430169,25406.9928018602
"635",145430169,25152.9228738416
"636",145430169,24901.3936451032
"637",145430169,24652.3797086521
"638",145430169,24405.8559115656
"639",145430169,24161.7973524499
"640",145430169,23920.1793789254
"641",145430169,23680.9775851362
"642",145430169,23444.1678092848
"643",145430169,23209.726131192
"644",145430169,22977.6288698801
"645",145430169,22747.8525811813
"646",145430169,22520.3740553694
"647",145430169,22295.1703148158
"648",145430169,22072.2186116676
"649",145430169,21851.4964255509
"650",145430169,21632.9814612954
"651",145430169,21416.6516466825
"652",145430169,21202.4851302156
"653",145430169,20990.4602789135
"654",145430169,20780.5556761243
"655",145430169,20572.7501193631
"656",145430169,20367.0226181695
"657",145430169,20163.3523919878
"658",145430169,19961.7188680679
"659",145430169,19762.1016793872
"660",145430169,19564.4806625933
"661",145430169,19368.8358559674
"662",145430169,19175.1474974077
"663",145430169,18983.3960224337
"664",145430169,18793.5620622093
"665",145430169,18605.6264415872
"666",145430169,18419.5701771714
"667",145430169,18235.3744753996
"668",145430169,18053.0207306456
"669",145430169,17872.4905233392
"670",145430169,17693.7656181058
"671",145430169,17516.8279619247
"672",145430169,17341.6596823055
"673",145430169,17168.2430854824
"674",145430169,16996.5606546276
"675",145430169,16826.5950480813
"676",145430169,16658.3290976005
"677",145430169,16491.7458066245
"678",145430169,16326.8283485583
"679",145430169,16163.5600650727
"680",145430169,16001.924464422
"681",145430169,15841.9052197777
"682",145430169,15683.48616758
"683",145430169,15526.6513059042
"684",145430169,15371.3847928451
"685",145430169,15217.6709449167
"686",145430169,15065.4942354675
"687",145430169,14914.8392931128
"688",145430169,14765.6909001817
"689",145430169,14618.0339911799
"690",145430169,14471.8536512681
"691",145430169,14327.1351147554
"692",145430169,14183.8637636078
"693",145430169,14042.0251259718
"694",145430169,13901.6048747121
"695",145430169,13762.5888259649
"696",145430169,13624.9629377053
"697",145430169,13488.7133083282
"698",145430169,13353.8261752449
"699",145430169,13220.2879134925
"700",145430169,13088.0850343576
"701",145430169,12957.204184014
"702",145430169,12827.6321421739
"703",145430169,12699.3558207521
"704",145430169,12572.3622625446
"705",145430169,12446.6386399191
"706",145430169,12322.17225352
"707",145430169,12198.9505309848
"708",145430169,12076.9610256749
"709",145430169,11956.1914154182
"710",145430169,11836.629501264
"711",145430169,11718.2632062513
"712",145430169,11601.0805741888
"713",145430169,11485.0697684469
"714",145430169,11370.2190707625
"715",145430169,11256.5168800548
"716",145430169,11143.9517112543
"717",145430169,11032.5121941417
"718",145430169,10922.1870722003
"719",145430169,10812.9652014783
"720",145430169,10704.8355494635
"721",145430169,10597.7871939689
"722",145430169,10491.8093220292
"723",145430169,10386.8912288089
"724",145430169,10283.0223165208
"725",145430169,10180.1920933556
"726",145430169,10078.3901724221
"727",145430169,9977.60627069785
