"","bestCostByT","temperatures"
"354",194883199,423739.331626331
"355",194883199,419501.938310068
"356",194883199,415306.918926967
"357",194883199,411153.849737698
"358",194883199,407042.311240321
"359",194883199,402971.888127917
"360",194883199,398942.169246638
"361",194883199,394952.747554172
"362",194883199,391003.22007863
"363",194883199,387093.187877844
"364",194883199,383222.255999065
"365",194883199,379390.033439075
"366",194883199,375596.133104684
"367",196700151,371840.171773637
"368",193799666,368121.770055901
"369",193799666,364440.552355342
"370",193799666,360796.146831788
"371",193799666,357188.18536347
"372",192718044,353616.303509836
"373",192718044,350080.140474737
"374",192718044,346579.33906999
"375",192718044,343113.54567929
"376",192718044,339682.410222497
"377",192718044,336285.586120272
"378",192718044,332922.73025907
"379",192718044,329593.502956479
"380",192718044,326297.567926914
"381",192718044,323034.592247645
"382",192718044,319804.246325169
"383",192718044,316606.203861917
"384",192718044,313440.141823298
"385",192718044,310305.740405065
"386",192718044,307202.683001014
"387",192718044,304130.656171004
"388",192718044,301089.349609294
"389",193078125,298078.456113201
"390",193078125,295097.671552069
"391",193078125,292146.694836548
"392",193078125,289225.227888183
"393",193078125,286332.975609301
"394",193078125,283469.645853208
"395",193078125,280634.949394676
"396",193078125,277828.599900729
"397",193078125,275050.313901722
"398",193078125,272299.810762705
"399",193078125,269576.812655078
"400",193078125,266881.044528527
"401",193078125,264212.234083241
"402",193078125,261570.111742409
"403",193078125,258954.410624985
"404",193078125,256364.866518735
"405",193078125,253801.217853548
"406",193078125,251263.205675012
"407",193078125,248750.573618262
"408",193078125,246263.06788208
"409",193078125,243800.437203259
"410",193078125,241362.432831226
"411",193078125,238948.808502914
"412",193078125,236559.320417885
"413",193078125,234193.727213706
"414",193078125,231851.789941569
"415",193078125,229533.272042153
"416",193078125,227237.939321732
"417",193078125,224965.559928514
"418",193078125,222715.904329229
"419",193078125,220488.745285937
"420",193078125,218283.857833077
"421",193078125,216101.019254747
"422",193078125,213940.009062199
"423",193078125,211800.608971577
"424",193078125,209682.602881861
"425",193078125,207585.776853043
"426",193078125,205509.919084512
"427",193078125,203454.819893667
"428",193078125,201420.271694731
"429",193078125,199406.068977783
"430",193078125,197412.008288005
"431",193078125,195437.888205125
"432",193078125,193483.509323074
"433",193078125,191548.674229843
"434",193078125,189633.187487545
"435",192686785,187736.85561267
"436",192686785,185859.487056543
"437",192686785,184000.892185977
"438",192509040,182160.883264118
"439",192509040,180339.274431476
"440",192509040,178535.881687162
"441",192509040,176750.52287029
"442",192509040,174983.017641587
"443",192509040,173233.187465171
"444",192509040,171500.85559052
"445",192509040,169785.847034614
"446",192509040,168087.988564268
"447",192509040,166407.108678626
"448",192509040,164743.037591839
"449",192509040,163095.607215921
"450",192509040,161464.651143762
"451",192509040,159850.004632324
"452",192509040,158251.504586001
"453",192509040,156668.989540141
"454",192509040,155102.299644739
"455",192509040,153551.276648292
"456",192509040,152015.763881809
"457",192509040,150495.606242991
"458",192509040,148990.650180561
"459",192509040,147500.743678756
"460",192509040,146025.736241968
"461",192509040,144565.478879548
"462",192509040,143119.824090753
"463",192509040,141688.625849845
"464",192509040,140271.739591347
"465",192509040,138869.022195433
"466",192509040,137480.331973479
"467",192509040,136105.528653744
"468",192509040,134744.473367207
"469",192509040,133397.028633535
"470",192509040,132063.058347199
"471",192509040,130742.427763727
"472",192509040,129435.00348609
"473",192509040,128140.653451229
"474",192509040,126859.246916717
"475",192509040,125590.65444755
"476",192509040,124334.747903074
"477",192509040,123091.400424043
"478",192509040,121860.486419803
"479",192509040,120641.881555605
"480",192509040,119435.462740049
"481",192509040,118241.108112648
"482",192509040,117058.697031522
"483",192509040,115888.110061207
"484",192509040,114729.228960595
"485",192509040,113581.936670989
"486",192509040,112446.117304279
"487",192509040,111321.656131236
"488",192509040,110208.439569924
"489",192509040,109106.355174224
"490",192509040,108015.291622482
"491",192509040,106935.138706257
"492",192509040,105865.787319195
"493",192509040,104807.129446003
"494",192509040,103759.058151543
"495",192509040,102721.467570027
"496",192509040,101694.252894327
"497",192509040,100677.310365384
"498",192509040,99670.53726173
"499",192509040,98673.8318891127
"500",192509040,97687.0935702216
"501",192509040,96710.2226345194
"502",192509040,95743.1204081742
"503",192509040,94785.6892040925
"504",192509040,93837.8323120515
"505",192509040,92899.453988931
"506",192509040,91970.4594490417
"507",192509040,91050.7548545513
"508",192509040,90140.2473060058
"509",192509040,89238.8448329457
"510",192509040,88346.4563846162
"511",192509040,87462.9918207701
"512",192509040,86588.3619025624
"513",192509040,85722.4782835367
"514",192509040,84865.2535007014
"515",192509040,84016.6009656943
"516",192509040,83176.4349560374
"517",192509040,82344.670606477
"518",192509040,81521.2239004123
"519",192509040,80706.0116614081
"520",192509040,79898.9515447941
"521",192509040,79099.9620293461
"522",192509040,78308.9624090527
"523",192509040,77525.8727849621
"524",192509040,76750.6140571125
"525",192509040,75983.1079165414
"526",192509040,75223.276837376
"527",192509040,74471.0440690022
"528",192509040,73726.3336283122
"529",192509040,72989.0702920291
"530",192509040,72259.1795891088
"531",192509040,71536.5877932177
"532",192509040,70821.2219152855
"533",192509040,70113.0096961326
"534",192509040,69411.8795991713
"535",192509040,68717.7608031796
"536",192509040,68030.5831951478
"537",192509040,67350.2773631963
"538",192509040,66676.7745895644
"539",192509040,66010.0068436687
"540",192509040,65349.906775232
"541",192509040,64696.4077074797
"542",192509040,64049.4436304049
"543",192509040,63408.9491941009
"544",192509040,62774.8597021599
"545",192509040,62147.1111051383
"546",192509040,61525.6399940869
"547",192509040,60910.383594146
"548",192509040,60301.2797582046
"549",192509040,59698.2669606225
"550",192509040,59101.2842910163
"551",192509040,58510.2714481061
"552",192509040,57925.1687336251
"553",192509040,57345.9170462888
"554",192509040,56772.4578758259
"555",192509040,56204.7332970677
"556",192509040,55642.685964097
"557",192509040,55086.259104456
"558",192509040,54535.3965134114
"559",192509040,53990.0425482773
"560",192509040,53450.1421227946
"561",192509040,52915.6407015666
"562",192509040,52386.4842945509
"563",192509040,51862.6194516054
"564",192509040,51343.9932570894
"565",192509040,50830.5533245185
"566",192509040,50322.2477912733
"567",192509040,49819.0253133606
"568",192509040,49320.835060227
"569",192509040,48827.6267096247
"570",192509040,48339.3504425284
"571",192509040,47855.9569381032
"572",192509040,47377.3973687221
"573",192509040,46903.6233950349
"574",192509040,46434.5871610845
"575",192509040,45970.2412894737
"576",192509040,45510.538876579
"577",192509040,45055.4334878132
"578",192509040,44604.879152935
"579",192509040,44158.8303614057
"580",192509040,43717.2420577916
"581",192509040,43280.0696372137
"582",192509040,42847.2689408416
"583",192509040,42418.7962514332
"584",192509040,41994.6082889188
"585",192509040,41574.6622060296
"586",192509040,41158.9155839693
"587",192509040,40747.3264281297
"588",192509040,40339.8531638484
"589",192509040,39936.4546322099
"590",192509040,39537.0900858878
"591",192509040,39141.7191850289
"592",192509040,38750.3019931786
"593",192509040,38362.7989732468
"594",192509040,37979.1709835144
"595",192509040,37599.3792736792
"596",192509040,37223.3854809424
"597",192509040,36851.151626133
"598",192509040,36482.6401098717
"599",192509040,36117.8137087729
"600",192509040,35756.6355716852
"601",192509040,35399.0692159684
"602",192509040,35045.0785238087
"603",192509040,34694.6277385706
"604",192509040,34347.6814611849
"605",192509040,34004.204646573
"606",192509040,33664.1626001073
"607",192509040,33327.5209741062
"608",192509040,32994.2457643652
"609",192509040,32664.3033067215
"610",192509040,32337.6602736543
"611",192509040,32014.2836709178
"612",192509040,31694.1408342086
"613",192509040,31377.1994258665
"614",192509040,31063.4274316078
"615",192509040,30752.7931572917
"616",192509040,30445.2652257188
"617",192509040,30140.8125734616
"618",192509040,29839.404447727
"619",192509040,29541.0104032498
"620",192509040,29245.6002992173
"621",192509040,28953.1442962251
"622",192509040,28663.6128532628
"623",192509040,28376.9767247302
"624",192509040,28093.2069574829
"625",192509040,27812.2748879081
"626",192509040,27534.152139029
"627",192509040,27258.8106176387
"628",192509040,26986.2225114623
"629",192509040,26716.3602863477
"630",192509040,26449.1966834842
"631",192509040,26184.7047166494
"632",192509040,25922.8576694829
"633",192509040,25663.629092788
"634",192509040,25406.9928018602
"635",192509040,25152.9228738416
"636",192509040,24901.3936451032
"637",192509040,24652.3797086521
"638",192509040,24405.8559115656
"639",192509040,24161.7973524499
"640",192509040,23920.1793789254
"641",192509040,23680.9775851362
"642",192509040,23444.1678092848
"643",192509040,23209.726131192
"644",192509040,22977.6288698801
"645",192509040,22747.8525811813
"646",192509040,22520.3740553694
"647",192509040,22295.1703148158
"648",192509040,22072.2186116676
"649",192509040,21851.4964255509
"650",192509040,21632.9814612954
"651",192509040,21416.6516466825
"652",192509040,21202.4851302156
"653",192509040,20990.4602789135
"654",192509040,20780.5556761243
"655",192509040,20572.7501193631
"656",192509040,20367.0226181695
"657",192509040,20163.3523919878
"658",192509040,19961.7188680679
"659",192509040,19762.1016793872
"660",192509040,19564.4806625933
"661",192509040,19368.8358559674
"662",192509040,19175.1474974077
"663",192509040,18983.3960224337
"664",192509040,18793.5620622093
"665",192509040,18605.6264415872
"666",192509040,18419.5701771714
"667",192509040,18235.3744753996
"668",192509040,18053.0207306456
"669",192509040,17872.4905233392
"670",192509040,17693.7656181058
"671",192509040,17516.8279619247
"672",192509040,17341.6596823055
"673",192509040,17168.2430854824
"674",192509040,16996.5606546276
"675",192509040,16826.5950480813
"676",192509040,16658.3290976005
"677",192509040,16491.7458066245
"678",192509040,16326.8283485583
"679",192509040,16163.5600650727
"680",192509040,16001.924464422
"681",192509040,15841.9052197777
"682",192509040,15683.48616758
"683",192509040,15526.6513059042
"684",192509040,15371.3847928451
"685",192509040,15217.6709449167
"686",192509040,15065.4942354675
"687",192509040,14914.8392931128
"688",192509040,14765.6909001817
"689",192509040,14618.0339911799
"690",192509040,14471.8536512681
"691",192509040,14327.1351147554
"692",192509040,14183.8637636078
"693",192509040,14042.0251259718
"694",192509040,13901.6048747121
"695",192509040,13762.5888259649
"696",192509040,13624.9629377053
"697",192509040,13488.7133083282
"698",192509040,13353.8261752449
"699",192509040,13220.2879134925
"700",192509040,13088.0850343576
"701",192509040,12957.204184014
"702",192509040,12827.6321421739
"703",192509040,12699.3558207521
"704",192509040,12572.3622625446
"705",192509040,12446.6386399191
"706",192509040,12322.17225352
"707",192509040,12198.9505309848
"708",192509040,12076.9610256749
"709",192509040,11956.1914154182
"710",192509040,11836.629501264
"711",192509040,11718.2632062513
"712",192509040,11601.0805741888
"713",192509040,11485.0697684469
"714",192509040,11370.2190707625
"715",192509040,11256.5168800548
"716",192509040,11143.9517112543
"717",192509040,11032.5121941417
"718",192509040,10922.1870722003
"719",192516519,10812.9652014783
"720",192516519,10704.8355494635
"721",192516519,10597.7871939689
"722",192516519,10491.8093220292
"723",192516519,10386.8912288089
"724",192516519,10283.0223165208
"725",192516519,10180.1920933556
"726",192516519,10078.3901724221
"727",192516519,9977.60627069785
"728",192516519,9877.83020799088
"729",192516519,9779.05190591097
"730",192516519,9681.26138685186
"731",192516519,9584.44877298334
"732",192516519,9488.6042852535
"733",192516519,9393.71824240097
"734",192516519,9299.78105997696
"735",192516519,9206.78324937719
"736",192516519,9114.71541688342
"737",192516519,9023.56826271459
"738",192516519,8933.33258008744
"739",192516519,8843.99925428656
"740",192516519,8755.5592617437
"741",192516519,8668.00366912626
"742",192516519,8581.323632435
"743",192516519,8495.51039611065
"744",192516519,8410.55529214954
"745",192516519,8326.44973922805
"746",192516519,8243.18524183577
"747",192516519,8160.75338941741
"748",192516519,8079.14585552323
"749",192516519,7998.354396968
"750",192516519,7918.37085299832
"751",192516519,7839.18714446834
"752",192516519,7760.79527302365
"753",192516519,7683.18732029342
"754",192516519,7606.35544709048
"755",192516519,7530.29189261958
"756",192516519,7454.98897369338
"757",192516519,7380.43908395645
"758",192516519,7306.63469311688
"759",192516519,7233.56834618572
"760",192516519,7161.23266272386
"761",192516519,7089.62033609662
"762",192516519,7018.72413273565
"763",192516519,6948.5368914083
"764",192516519,6879.05152249421
"765",192516519,6810.26100726927
"766",192516519,6742.15839719658
"767",192516519,6674.73681322461
"768",192516519,6607.98944509237
"769",192516519,6541.90955064144
"770",192516519,6476.49045513503
"771",192516519,6411.72555058368
"772",192516519,6347.60829507784
"773",192516519,6284.13221212706
"774",192516519,6221.29089000579
"775",192516519,6159.07798110574
"776",192516519,6097.48720129468
"777",192516519,6036.51232928173
"778",192516519,5976.14720598891
"779",192516519,5916.38573392902
"780",192516519,5857.22187658973
"781",192516519,5798.64965782384
"782",192516519,5740.6631612456
"783",192516519,5683.25652963314
"784",192516519,5626.42396433681
"785",192516519,5570.15972469344
"786",192516519,5514.45812744651
"787",192516519,5459.31354617204
"788",192516519,5404.72041071032
"789",192516519,5350.67320660322
"790",192516519,5297.16647453719
"791",192516519,5244.19480979182
"792",192516519,5191.7528616939
"793",192516519,5139.83533307696
"794",192516519,5088.43697974619
"795",192516519,5037.55260994873
"796",192516519,4987.17708384924
"797",192516519,4937.30531301075
"798",192516519,4887.93225988064
"799",192516519,4839.05293728183
"800",192516519,4790.66240790901
"801",192516519,4742.75578382992
"802",192516519,4695.32822599163
"803",192516519,4648.37494373171
"804",192516519,4601.89119429439
"805",192516519,4555.87228235145
"806",192516519,4510.31355952793
"807",192516519,4465.21042393265
"808",192516519,4420.55831969333
"809",192516519,4376.35273649639
"810",192516519,4332.58920913143
"811",192516519,4289.26331704011
"812",192516519,4246.37068386971
"813",192516519,4203.90697703102
"814",192516519,4161.86790726071
"815",192516519,4120.2492281881
"816",192516519,4079.04673590622
"817",192516519,4038.25626854716
"818",192516519,3997.87370586168
"819",192516519,3957.89496880307
"820",192516519,3918.31601911504
"821",192516519,3879.13285892389
"822",192516519,3840.34153033465
"823",192516519,3801.9381150313
"824",192516519,3763.91873388099
"825",192516519,3726.27954654218
"826",192516519,3689.01675107676
"827",192516519,3652.12658356599
"828",192516519,3615.60531773033
"829",192516519,3579.44926455302
"830",192516519,3543.65477190749
"831",192516519,3508.21822418842
"832",192516519,3473.13604194654
"833",192516519,3438.40468152707
"834",192516519,3404.0206347118
"835",192516519,3369.98042836468
"836",192516519,3336.28062408103
"837",192516519,3302.91781784022
"838",192516519,3269.88863966182
"839",192516519,3237.1897532652
"840",192516519,3204.81785573255
"841",192516519,3172.76967717523
"842",192516519,3141.04198040347
"843",192516519,3109.63156059944
"844",192516519,3078.53524499345
"845",192516519,3047.74989254351
"846",192516519,3017.27239361808
"847",192516519,2987.09966968189
"848",192516519,2957.22867298508
"849",192516519,2927.65638625522
"850",192516519,2898.37982239267
"851",192516519,2869.39602416875
"852",192516519,2840.70206392706
"853",192516519,2812.29504328779
"854",192516519,2784.17209285491
"855",192516519,2756.33037192636
"856",192516519,2728.7670682071
"857",192516519,2701.47939752503
"858",192516519,2674.46460354978
"859",192516519,2647.71995751428
"860",192516519,2621.24275793913
"861",192516519,2595.03033035974
"862",192516519,2569.08002705615
"863",192516519,2543.38922678558
"864",192516519,2517.95533451773
"865",192516519,2492.77578117255
"866",192516519,2467.84802336083
"867",192516519,2443.16954312722
"868",192516519,2418.73784769595
"869",192516519,2394.55046921899
"870",192516519,2370.6049645268
"871",192516519,2346.89891488153
"872",192516519,2323.42992573271
"873",192516519,2300.19562647539
"874",192516519,2277.19367021063
"875",192516519,2254.42173350853
"876",192516519,2231.87751617344
"877",192516519,2209.55874101171
"878",192516519,2187.46315360159
"879",192516519,2165.58852206557
"880",192516519,2143.93263684492
"881",192516519,2122.49331047647
"882",192516519,2101.2683773717
"883",192516519,2080.25569359799
"884",192516519,2059.45313666201
"885",192516519,2038.85860529539
"886",192516519,2018.47001924243
"887",192516519,1998.28531905001
"888",192516519,1978.30246585951
"889",192516519,1958.51944120091
"890",192516519,1938.9342467889
"891",192516519,1919.54490432102
"892",192516519,1900.3494552778
"893",192516519,1881.34596072503
"894",192516519,1862.53250111778
"895",192516519,1843.9071761066
"896",192516519,1825.46810434553
"897",192516519,1807.21342330208
"898",192516519,1789.14128906906
"899",192516519,1771.24987617837
"900",192516519,1753.53737741658
"901",192516519,1736.00200364242
"902",192516519,1718.64198360599
"903",192516519,1701.45556376993
"904",192516519,1684.44100813223
"905",192516519,1667.59659805091
"906",192516519,1650.9206320704
"907",192516519,1634.4114257497
"908",192516519,1618.0673114922
"909",192516519,1601.88663837728
"910",192516519,1585.86777199351
"911",192516519,1570.00909427357
"912",192516519,1554.30900333084
"913",192516519,1538.76591329753
"914",192516519,1523.37825416455
"915",192516519,1508.14447162291
"916",192516519,1493.06302690668
"917",192516519,1478.13239663761
"918",192516519,1463.35107267123
"919",192516519,1448.71756194452
"920",192516519,1434.23038632508
"921",192516519,1419.88808246183
"922",192516519,1405.68920163721
"923",192516519,1391.63230962084
"924",192516519,1377.71598652463
"925",192516519,1363.93882665938
"926",192516519,1350.29943839279
"927",192516519,1336.79644400886
"928",192516519,1323.42847956877
"929",192516519,1310.19419477308
"930",192516519,1297.09225282535
"931",192516519,1284.1213302971
"932",192516519,1271.28011699413
"933",192516519,1258.56731582419
"934",192516519,1245.98164266594
"935",192516519,1233.52182623928
"936",192516519,1221.18660797689
"937",192516519,1208.97474189712
"938",192516519,1196.88499447815
"939",192516519,1184.91614453337
"940",192516519,1173.06698308804
"941",192516519,1161.33631325716
"942",192516519,1149.72295012458
"943",192516519,1138.22572062334
"944",192516519,1126.84346341711
"945",192516519,1115.57502878293
"946",192516519,1104.4192784951
"947",192516519,1093.37508571015
"948",192516519,1082.44133485305
