"","bestCostByT","temperatures"
"108",149185023,5021586.01603208
"109",151368433,4971370.15587176
"110",151309457,4921656.45431305
"111",148875964,4872439.88976992
"112",152429727,4823715.49087222
"113",151741234,4775478.33596349
"114",149510706,4727723.55260386
"115",149672618,4680446.31707782
"116",148882128,4633641.85390704
"117",149065839,4587305.43536797
"118",149322491,4541432.38101429
"119",148780199,4496018.05720415
"120",152349713,4451057.87663211
"121",149096308,4406547.29786579
"122",150037814,4362481.82488713
"123",148935291,4318857.00663826
"124",148909415,4275668.43657188
"125",150425506,4232911.75220616
"126",148886961,4190582.6346841
"127",151836973,4148676.80833725
"128",149066602,4107190.04025388
"129",149542648,4066118.13985134
"130",149196895,4025456.95845283
"131",148875786,3985202.3888683
"132",149499603,3945350.36497962
"133",148367047,3905896.86132982
"134",151276893,3866837.89271652
"135",151115489,3828169.51378936
"136",149255033,3789887.81865146
"137",151031070,3751988.94046495
"138",148942828,3714469.0510603
"139",149343931,3677324.3605497
"140",148756714,3640551.1169442
"141",149444375,3604145.60577476
"142",148992309,3568104.14971701
"143",150771502,3532423.10821984
"144",149957369,3497098.87713764
"145",151463674,3462127.88836627
"146",148701999,3427506.6094826
"147",148962457,3393231.54338778
"148",149713768,3359299.2279539
"149",148789020,3325706.23567436
"150",150964005,3292449.17331762
"151",148954519,3259524.68158444
"152",148633987,3226929.4347686
"153",149244827,3194660.14042091
"154",148970320,3162713.5390167
"155",150737523,3131086.40362653
"156",149441980,3099775.53959027
"157",149796838,3068777.78419437
"158",148911461,3038090.00635242
"159",148871589,3007709.1062889
"160",148658170,2977632.01522601
"161",148954168,2947855.69507375
"162",151092022,2918377.13812301
"163",150662850,2889193.36674178
"164",150316227,2860301.43307436
"165",149333065,2831698.41874362
"166",149216614,2803381.43455618
"167",150044943,2775347.62021062
"168",150655237,2747594.14400852
"169",149393997,2720118.20256843
"170",149436715,2692917.02054275
"171",148564847,2665987.85033732
"172",149324712,2639327.97183395
"173",150504299,2612934.69211561
"174",149355334,2586805.34519445
"175",150570118,2560937.29174251
"176",148753535,2535327.91882508
"177",151459133,2509974.63963683
"178",149577250,2484874.89324046
"179",149037475,2460026.14430806
"180",150067219,2435425.88286498
"181",149844694,2411071.62403633
"182",149105887,2386960.90779596
"183",149696758,2363091.298718
"184",149070776,2339460.38573082
"185",148605251,2316065.78187352
"186",148737780,2292905.12405478
"187",148937535,2269976.07281423
"188",148949586,2247276.31208609
"189",148794346,2224803.54896523
"190",149422463,2202555.51347558
"191",148715229,2180529.95834082
"192",149142573,2158724.65875741
"193",148738783,2137137.41216984
"194",149889942,2115766.03804814
"195",148393798,2094608.37766766
"196",148826320,2073662.29389098
"197",148740502,2052925.67095207
"198",149022212,2032396.41424255
"199",148785532,2012072.45010013
"200",149375102,1991951.72559913
"201",152586045,1972032.20834313
"202",150840252,1952311.8862597
"203",148852864,1932788.76739711
"204",149371605,1913460.87972313
"205",151530898,1894326.2709259
"206",150343907,1875383.00821664
"207",149491796,1856629.17813448
"208",149237584,1838062.88635313
"209",149303985,1819682.2574896
"210",149292876,1801485.43491471
"211",149026318,1783470.58056556
"212",149583146,1765635.8747599
"213",150541812,1747979.5160123
"214",148700867,1730499.72085218
"215",148913101,1713194.72364366
"216",149088212,1696062.77640722
"217",146125855,1679102.14864315
"218",146725319,1662311.12715672
"219",148693467,1645688.01588515
"220",149261988,1629231.1357263
"221",149070265,1612938.82436904
"222",149110041,1596809.43612535
"223",149294752,1580841.34176409
"224",148704951,1565032.92834645
"225",148684539,1549382.59906299
"226",148801107,1533888.77307236
"227",148657455,1518549.88534163
"228",149767773,1503364.38648822
"229",150155302,1488330.74262334
"230",149479978,1473447.4351971
"231",148718231,1458712.96084513
"232",151917898,1444125.83123668
"233",149106200,1429684.57292431
"234",149175893,1415387.72719507
"235",148858246,1401233.84992312
"236",148823333,1387221.51142389
"237",148910431,1373349.29630965
"238",148937406,1359615.80334655
"239",146803657,1346019.64531309
"240",149352888,1332559.44885996
"241",149279540,1319233.85437136
"242",149908074,1306041.51582764
"243",148066893,1292981.10066937
"244",149127802,1280051.28966267
"245",149101736,1267250.77676605
"246",149182159,1254578.26899839
"247",149803046,1242032.4863084
"248",148764469,1229612.16144532
"249",151631767,1217316.03983086
"250",148351975,1205142.87943256
"251",148706627,1193091.45063823
"252",146598064,1181160.53613185
"253",148604430,1169348.93077053
"254",149786896,1157655.44146282
"255",148476615,1146078.8870482
"256",150474375,1134618.09817771
"257",149615510,1123271.91719594
"258",148825387,1112039.19802398
"259",149117515,1100918.80604374
"260",149272316,1089909.6179833
"261",149985745,1079010.52180347
"262",148789993,1068220.41658543
"263",149220284,1057538.21241958
"264",145744791,1046962.83029538
"265",145744791,1036493.20199243
"266",145744791,1026128.2699725
"267",145744791,1015866.98727278
"268",145744791,1005708.31740005
"269",148912330,995651.234226051
"270",149378247,985694.72188379
"271",149201654,975837.774664952
"272",148736784,966079.396918303
"273",149752197,956418.60294912
"274",148839790,946854.416919629
"275",145562373,937385.872750432
"276",145562373,928012.014022928
"277",145562373,918731.893882699
"278",148460279,909544.574943872
"279",148803539,900449.129194433
"280",148832684,891444.637902489
"281",150314661,882530.191523464
"282",151117529,873704.889608229
"283",149189021,864967.840712147
"284",149308017,856318.162305025
"285",148978688,847754.980681975
"286",148885149,839277.430875155
"287",149736684,830884.656566404
"288",148982280,822575.81000074
"289",149085046,814350.051900732
"290",149082421,806206.551381725
"291",148529939,798144.485867908
"292",148781468,790163.041009229
"293",148725783,782261.410599136
"294",148478630,774438.796493145
"295",148974599,766694.408528214
"296",145788369,759027.464442931
"297",148740943,751437.189798502
"298",149111223,743922.817900517
"299",148690428,736483.589721512
"300",149431241,729118.753824297
"301",148751377,721827.566286054
"302",148800329,714609.290623193
"303",149275812,707463.197716961
"304",148793479,700388.565739791
"305",145495562,693384.680082394
"306",145495562,686450.83328157
"307",145495562,679586.324948754
"308",145495562,672790.461699266
"309",145495562,666062.557082274
"310",145495562,659401.931511451
"311",145495562,652807.912196336
"312",145495562,646279.833074373
"313",145495562,639817.034743629
"314",145495562,633418.864396193
"315",145495562,627084.675752231
"316",145495562,620813.828994709
"317",145495562,614605.690704762
"318",145495562,608459.633797714
"319",145495562,602375.037459737
"320",145495562,596351.28708514
"321",145495562,590387.774214288
"322",145495562,584483.896472145
"323",145495562,578639.057507424
"324",145495562,572852.66693235
"325",145495562,567124.140263026
"326",145495562,561452.898860396
"327",145495562,555838.369871792
"328",145495562,550279.986173074
"329",145495562,544777.186311343
"330",145495562,539329.41444823
"331",145495562,533936.120303748
"332",145495562,528596.75910071
"333",145495562,523310.791509703
"334",145495562,518077.683594606
"335",145495562,512896.90675866
"336",145495562,507767.937691073
"337",145495562,502690.258314163
"338",145495562,497663.355731021
"339",145495562,492686.722173711
"340",145495562,487759.854951974
"341",145495562,482882.256402454
"342",145495562,478053.433838429
"343",145495562,473272.899500045
"344",145495562,468540.170505045
"345",145495562,463854.768799994
"346",145495562,459216.221111994
"347",145495562,454624.058900874
"348",145495562,450077.818311866
"349",145495562,445577.040128747
"350",145495562,441121.269727459
"351",145495562,436710.057030185
"352",145495562,432342.956459883
"353",145495562,428019.526895284
"354",145495562,423739.331626331
"355",145495562,419501.938310068
"356",145495562,415306.918926967
"357",145495562,411153.849737698
"358",145495562,407042.311240321
"359",145495562,402971.888127917
"360",145495562,398942.169246638
"361",145495562,394952.747554172
"362",145495562,391003.22007863
"363",145495562,387093.187877844
"364",145495562,383222.255999065
"365",145495562,379390.033439075
"366",145495562,375596.133104684
"367",145495562,371840.171773637
"368",145495562,368121.770055901
"369",145495562,364440.552355342
"370",145495562,360796.146831788
"371",145495562,357188.18536347
"372",145495562,353616.303509836
"373",145495562,350080.140474737
"374",145495562,346579.33906999
"375",145495562,343113.54567929
"376",145495562,339682.410222497
"377",145495562,336285.586120272
"378",145495562,332922.73025907
"379",145495562,329593.502956479
"380",145495562,326297.567926914
"381",145495562,323034.592247645
"382",145495562,319804.246325169
"383",145495562,316606.203861917
"384",145495562,313440.141823298
"385",145495562,310305.740405065
"386",145495562,307202.683001014
"387",145495562,304130.656171004
"388",145495562,301089.349609294
"389",145495562,298078.456113201
"390",145495562,295097.671552069
"391",145495562,292146.694836548
"392",145495562,289225.227888183
"393",145495562,286332.975609301
"394",145495562,283469.645853208
"395",145495562,280634.949394676
"396",145495562,277828.599900729
"397",145495562,275050.313901722
"398",145495562,272299.810762705
"399",145495562,269576.812655078
"400",145495562,266881.044528527
"401",145495562,264212.234083241
"402",145495562,261570.111742409
"403",145495562,258954.410624985
"404",145495562,256364.866518735
"405",145495562,253801.217853548
"406",145495562,251263.205675012
"407",145495562,248750.573618262
"408",145495562,246263.06788208
"409",145495562,243800.437203259
"410",145495562,241362.432831226
"411",145495562,238948.808502914
"412",145495562,236559.320417885
"413",145495562,234193.727213706
"414",145495562,231851.789941569
"415",145495562,229533.272042153
"416",145495562,227237.939321732
"417",145495562,224965.559928514
"418",145495562,222715.904329229
"419",145495562,220488.745285937
"420",145495562,218283.857833077
"421",145495562,216101.019254747
"422",145495562,213940.009062199
"423",145495562,211800.608971577
"424",145495562,209682.602881861
"425",145495562,207585.776853043
"426",145495562,205509.919084512
"427",145495562,203454.819893667
"428",145495562,201420.271694731
"429",145495562,199406.068977783
"430",145495562,197412.008288005
"431",145495562,195437.888205125
"432",145495562,193483.509323074
"433",145495562,191548.674229843
"434",145577057,189633.187487545
"435",145577057,187736.85561267
"436",145577057,185859.487056543
"437",145577057,184000.892185977
"438",145577057,182160.883264118
"439",145577057,180339.274431476
"440",145577057,178535.881687162
"441",145577057,176750.52287029
"442",145577057,174983.017641587
"443",145537803,173233.187465171
"444",145537803,171500.85559052
"445",145537803,169785.847034614
"446",145537803,168087.988564268
"447",145537803,166407.108678626
"448",145537803,164743.037591839
"449",145537803,163095.607215921
"450",145537803,161464.651143762
"451",145537803,159850.004632324
"452",145537803,158251.504586001
"453",145537803,156668.989540141
"454",145537803,155102.299644739
"455",145537803,153551.276648292
"456",145537803,152015.763881809
"457",145537803,150495.606242991
"458",145537803,148990.650180561
"459",145537803,147500.743678756
"460",145537803,146025.736241968
"461",145537803,144565.478879548
"462",145537803,143119.824090753
"463",145537803,141688.625849845
"464",145537803,140271.739591347
"465",145537803,138869.022195433
"466",145537803,137480.331973479
"467",145537803,136105.528653744
"468",145537803,134744.473367207
"469",145537803,133397.028633535
"470",145537803,132063.058347199
"471",145537803,130742.427763727
"472",145537803,129435.00348609
"473",145537803,128140.653451229
"474",145537803,126859.246916717
"475",145537803,125590.65444755
"476",145537803,124334.747903074
"477",145537803,123091.400424043
"478",145537803,121860.486419803
"479",145537803,120641.881555605
"480",145537803,119435.462740049
"481",145537803,118241.108112648
"482",145537803,117058.697031522
"483",145537803,115888.110061207
"484",145537803,114729.228960595
"485",145537803,113581.936670989
"486",145537803,112446.117304279
"487",145537803,111321.656131236
"488",145537803,110208.439569924
"489",145537803,109106.355174224
"490",145537803,108015.291622482
"491",145537803,106935.138706257
"492",145537803,105865.787319195
"493",145537803,104807.129446003
"494",145537803,103759.058151543
"495",145537803,102721.467570027
"496",145537803,101694.252894327
"497",145537803,100677.310365384
"498",145537803,99670.53726173
"499",145537803,98673.8318891127
"500",145537803,97687.0935702216
"501",145537803,96710.2226345194
"502",145537803,95743.1204081742
"503",145537803,94785.6892040925
"504",145537803,93837.8323120515
"505",145537803,92899.453988931
"506",145537803,91970.4594490417
"507",145537803,91050.7548545513
"508",145537803,90140.2473060058
"509",145537803,89238.8448329457
"510",145537803,88346.4563846162
"511",145537803,87462.9918207701
"512",145537803,86588.3619025624
"513",145537803,85722.4782835367
"514",145537803,84865.2535007014
"515",145537803,84016.6009656943
"516",145537803,83176.4349560374
"517",145537803,82344.670606477
"518",145537803,81521.2239004123
"519",145537803,80706.0116614081
"520",145537803,79898.9515447941
"521",145537803,79099.9620293461
"522",145537803,78308.9624090527
"523",145537803,77525.8727849621
"524",145537803,76750.6140571125
"525",145537803,75983.1079165414
"526",145537803,75223.276837376
"527",145537803,74471.0440690022
"528",145537803,73726.3336283122
"529",145537803,72989.0702920291
"530",145537803,72259.1795891088
"531",145537803,71536.5877932177
"532",145537803,70821.2219152855
"533",145537803,70113.0096961326
"534",145537803,69411.8795991713
"535",145537803,68717.7608031796
"536",145537803,68030.5831951478
"537",145537803,67350.2773631963
"538",145537803,66676.7745895644
"539",145537803,66010.0068436687
"540",145537803,65349.906775232
"541",145537803,64696.4077074797
"542",145537803,64049.4436304049
"543",145537803,63408.9491941009
"544",145537803,62774.8597021599
"545",145537803,62147.1111051383
"546",145537803,61525.6399940869
"547",145537803,60910.383594146
"548",145537803,60301.2797582046
"549",145537803,59698.2669606225
"550",145537803,59101.2842910163
"551",145537803,58510.2714481061
"552",145537803,57925.1687336251
"553",145537803,57345.9170462888
"554",145537803,56772.4578758259
"555",145537803,56204.7332970677
"556",145537803,55642.685964097
"557",145537803,55086.259104456
"558",145537803,54535.3965134114
"559",145537803,53990.0425482773
"560",145537803,53450.1421227946
"561",145537803,52915.6407015666
"562",145537803,52386.4842945509
"563",145537803,51862.6194516054
"564",145537803,51343.9932570894
"565",145537803,50830.5533245185
"566",145537803,50322.2477912733
"567",145537803,49819.0253133606
"568",145537803,49320.835060227
"569",145537803,48827.6267096247
"570",145537803,48339.3504425284
"571",145537803,47855.9569381032
"572",145537803,47377.3973687221
"573",145537803,46903.6233950349
"574",145537803,46434.5871610845
"575",145537803,45970.2412894737
"576",145537803,45510.538876579
"577",145537803,45055.4334878132
"578",145537803,44604.879152935
"579",145537803,44158.8303614057
"580",145537803,43717.2420577916
"581",145537803,43280.0696372137
"582",145537803,42847.2689408416
"583",145537803,42418.7962514332
"584",145537803,41994.6082889188
"585",145537803,41574.6622060296
"586",145537803,41158.9155839693
"587",145537803,40747.3264281297
"588",145537803,40339.8531638484
"589",145537803,39936.4546322099
"590",145537803,39537.0900858878
"591",145537803,39141.7191850289
"592",145537803,38750.3019931786
"593",145537803,38362.7989732468
"594",145537803,37979.1709835144
"595",145537803,37599.3792736792
"596",145537803,37223.3854809424
"597",145537803,36851.151626133
"598",145537803,36482.6401098717
"599",145537803,36117.8137087729
"600",145537803,35756.6355716852
"601",145537803,35399.0692159684
"602",145537803,35045.0785238087
"603",145537803,34694.6277385706
"604",145537803,34347.6814611849
"605",145537803,34004.204646573
"606",145537803,33664.1626001073
"607",145537803,33327.5209741062
"608",145537803,32994.2457643652
"609",145537803,32664.3033067215
"610",145537803,32337.6602736543
"611",145537803,32014.2836709178
"612",145537803,31694.1408342086
"613",145537803,31377.1994258665
"614",145537803,31063.4274316078
"615",145537803,30752.7931572917
"616",145537803,30445.2652257188
"617",145537803,30140.8125734616
"618",145537803,29839.404447727
"619",145537803,29541.0104032498
"620",145537803,29245.6002992173
"621",145537803,28953.1442962251
"622",145537803,28663.6128532628
"623",145537803,28376.9767247302
"624",145537803,28093.2069574829
"625",145537803,27812.2748879081
"626",145537803,27534.152139029
"627",145537803,27258.8106176387
"628",145537803,26986.2225114623
"629",145537803,26716.3602863477
"630",145537803,26449.1966834842
"631",145537803,26184.7047166494
"632",145537803,25922.8576694829
"633",145537803,25663.629092788
"634",145537803,25406.9928018602
"635",145537803,25152.9228738416
"636",145537803,24901.3936451032
"637",145537803,24652.3797086521
"638",145537803,24405.8559115656
"639",145537803,24161.7973524499
"640",145537803,23920.1793789254
"641",145537803,23680.9775851362
"642",145537803,23444.1678092848
"643",145537803,23209.726131192
"644",145537803,22977.6288698801
"645",145537803,22747.8525811813
"646",145537803,22520.3740553694
"647",145537803,22295.1703148158
"648",145537803,22072.2186116676
"649",145537803,21851.4964255509
"650",145537803,21632.9814612954
"651",145537803,21416.6516466825
"652",145537803,21202.4851302156
"653",145537803,20990.4602789135
"654",145537803,20780.5556761243
"655",145537803,20572.7501193631
"656",145537803,20367.0226181695
"657",145537803,20163.3523919878
"658",145537803,19961.7188680679
"659",145537803,19762.1016793872
"660",145537803,19564.4806625933
"661",145537803,19368.8358559674
"662",145537803,19175.1474974077
"663",145537803,18983.3960224337
"664",145537803,18793.5620622093
"665",145537803,18605.6264415872
"666",145537803,18419.5701771714
"667",145537803,18235.3744753996
"668",145537803,18053.0207306456
"669",145537803,17872.4905233392
"670",145537803,17693.7656181058
"671",145537803,17516.8279619247
"672",145537803,17341.6596823055
"673",145537803,17168.2430854824
"674",145537803,16996.5606546276
"675",145537803,16826.5950480813
"676",145537803,16658.3290976005
"677",145537803,16491.7458066245
"678",145537803,16326.8283485583
"679",145537803,16163.5600650727
"680",145537803,16001.924464422
"681",145537803,15841.9052197777
"682",145537803,15683.48616758
"683",145537803,15526.6513059042
"684",145537803,15371.3847928451
"685",145537803,15217.6709449167
"686",145537803,15065.4942354675
"687",145537803,14914.8392931128
"688",145537803,14765.6909001817
"689",145537803,14618.0339911799
"690",145537803,14471.8536512681
"691",145537803,14327.1351147554
"692",145537803,14183.8637636078
"693",145537803,14042.0251259718
"694",145537803,13901.6048747121
"695",145537803,13762.5888259649
"696",145537803,13624.9629377053
"697",145537803,13488.7133083282
"698",145537803,13353.8261752449
"699",145537803,13220.2879134925
"700",145537803,13088.0850343576
"701",145537803,12957.204184014
"702",145489724,12827.6321421739
"703",145489724,12699.3558207521
"704",145489724,12572.3622625446
"705",145489724,12446.6386399191
"706",145489724,12322.17225352
"707",145489724,12198.9505309848
"708",145489724,12076.9610256749
"709",145489724,11956.1914154182
"710",145489724,11836.629501264
"711",145489724,11718.2632062513
"712",145489724,11601.0805741888
"713",145489724,11485.0697684469
"714",145430485,11370.2190707625
"715",145430485,11256.5168800548
"716",145430485,11143.9517112543
"717",145430485,11032.5121941417
"718",145430485,10922.1870722003
"719",145430485,10812.9652014783
"720",145430485,10704.8355494635
"721",145430485,10597.7871939689
"722",145430485,10491.8093220292
"723",145430485,10386.8912288089
"724",145430485,10283.0223165208
"725",145430485,10180.1920933556
"726",145430485,10078.3901724221
"727",145430485,9977.60627069785
"728",145430485,9877.83020799088
"729",145430485,9779.05190591097
"730",145430485,9681.26138685186
"731",145430485,9584.44877298334
"732",145430485,9488.6042852535
"733",145430485,9393.71824240097
"734",145430485,9299.78105997696
"735",145430485,9206.78324937719
"736",145430485,9114.71541688342
"737",145430485,9023.56826271459
"738",145430485,8933.33258008744
"739",145430485,8843.99925428656
"740",145430485,8755.5592617437
"741",145430485,8668.00366912626
"742",145430485,8581.323632435
"743",145430485,8495.51039611065
"744",145430485,8410.55529214954
"745",145430485,8326.44973922805
"746",145430485,8243.18524183577
"747",145430485,8160.75338941741
"748",145430485,8079.14585552323
"749",145430485,7998.354396968
"750",145430485,7918.37085299832
"751",145430485,7839.18714446834
"752",145430485,7760.79527302365
"753",145430485,7683.18732029342
"754",145430485,7606.35544709048
"755",145430485,7530.29189261958
"756",145430485,7454.98897369338
"757",145430485,7380.43908395645
"758",145430485,7306.63469311688
"759",145430485,7233.56834618572
"760",145430485,7161.23266272386
"761",145430485,7089.62033609662
"762",145430485,7018.72413273565
"763",145430485,6948.5368914083
"764",145430485,6879.05152249421
"765",145430485,6810.26100726927
"766",145430485,6742.15839719658
"767",145430485,6674.73681322461
"768",145430485,6607.98944509237
"769",145430485,6541.90955064144
"770",145430485,6476.49045513503
"771",145430485,6411.72555058368
"772",145430485,6347.60829507784
"773",145430485,6284.13221212706
"774",145430485,6221.29089000579
"775",145430485,6159.07798110574
"776",145430485,6097.48720129468
"777",145430485,6036.51232928173
"778",145430485,5976.14720598891
"779",145430485,5916.38573392902
"780",145430485,5857.22187658973
"781",145430485,5798.64965782384
"782",145430485,5740.6631612456
"783",145430485,5683.25652963314
"784",145430485,5626.42396433681
"785",145430485,5570.15972469344
"786",145430485,5514.45812744651
"787",145430485,5459.31354617204
"788",145430485,5404.72041071032
"789",145430485,5350.67320660322
"790",145430485,5297.16647453719
"791",145430485,5244.19480979182
"792",145430485,5191.7528616939
"793",145430485,5139.83533307696
"794",145430485,5088.43697974619
"795",145430485,5037.55260994873
"796",145430485,4987.17708384924
"797",145430485,4937.30531301075
"798",145430485,4887.93225988064
"799",145430485,4839.05293728183
"800",145430485,4790.66240790901
"801",145430485,4742.75578382992
"802",145430485,4695.32822599163
"803",145430485,4648.37494373171
"804",145430485,4601.89119429439
"805",145430485,4555.87228235145
"806",145430485,4510.31355952793
"807",145430485,4465.21042393265
"808",145430485,4420.55831969333
"809",145430485,4376.35273649639
"810",145430485,4332.58920913143
"811",145430485,4289.26331704011
"812",145430485,4246.37068386971
"813",145430485,4203.90697703102
"814",145430485,4161.86790726071
"815",145430485,4120.2492281881
"816",145430485,4079.04673590622
"817",145430485,4038.25626854716
"818",145430485,3997.87370586168
"819",145430485,3957.89496880307
"820",145430485,3918.31601911504
"821",145430485,3879.13285892389
"822",145430485,3840.34153033465
"823",145430485,3801.9381150313
"824",145430485,3763.91873388099
"825",145430485,3726.27954654218
"826",145430485,3689.01675107676
"827",145430485,3652.12658356599
"828",145430485,3615.60531773033
"829",145430485,3579.44926455302
"830",145430485,3543.65477190749
"831",145430485,3508.21822418842
"832",145430485,3473.13604194654
"833",145430485,3438.40468152707
"834",145430485,3404.0206347118
"835",145430485,3369.98042836468
"836",145430485,3336.28062408103
"837",145430485,3302.91781784022
"838",145430485,3269.88863966182
"839",145430485,3237.1897532652
"840",145430485,3204.81785573255
"841",145430485,3172.76967717523
"842",145430485,3141.04198040347
"843",145430485,3109.63156059944
"844",145430485,3078.53524499345
"845",145430485,3047.74989254351
"846",145430485,3017.27239361808
"847",145430485,2987.09966968189
"848",145430485,2957.22867298508
"849",145430485,2927.65638625522
"850",145430485,2898.37982239267
"851",145430485,2869.39602416875
"852",145430485,2840.70206392706
"853",145430485,2812.29504328779
"854",145430485,2784.17209285491
"855",145430485,2756.33037192636
"856",145430485,2728.7670682071
"857",145430485,2701.47939752503
"858",145430485,2674.46460354978
"859",145430485,2647.71995751428
"860",145430485,2621.24275793913
"861",145430485,2595.03033035974
"862",145430485,2569.08002705615
"863",145430485,2543.38922678558
"864",145430485,2517.95533451773
"865",145430485,2492.77578117255
"866",145430485,2467.84802336083
"867",145430485,2443.16954312722
"868",145430485,2418.73784769595
"869",145430485,2394.55046921899
"870",145430485,2370.6049645268
"871",145430485,2346.89891488153
"872",145430485,2323.42992573271
"873",145430485,2300.19562647539
"874",145430485,2277.19367021063
"875",145430485,2254.42173350853
"876",145430485,2231.87751617344
"877",145430485,2209.55874101171
"878",145430485,2187.46315360159
"879",145430485,2165.58852206557
"880",145430485,2143.93263684492
"881",145430485,2122.49331047647
"882",145430485,2101.2683773717
"883",145430485,2080.25569359799
"884",145430485,2059.45313666201
"885",145430485,2038.85860529539
"886",145430485,2018.47001924243
"887",145430485,1998.28531905001
"888",145430485,1978.30246585951
"889",145430485,1958.51944120091
"890",145430485,1938.9342467889
"891",145430485,1919.54490432102
"892",145430485,1900.3494552778
"893",145430485,1881.34596072503
"894",145430485,1862.53250111778
"895",145430485,1843.9071761066
"896",145430485,1825.46810434553
"897",145430485,1807.21342330208
"898",145430485,1789.14128906906
"899",145430485,1771.24987617837
"900",145430485,1753.53737741658
"901",145430485,1736.00200364242
"902",145430485,1718.64198360599
"903",145430485,1701.45556376993
"904",145430485,1684.44100813223
"905",145430485,1667.59659805091
"906",145430485,1650.9206320704
"907",145430485,1634.4114257497
"908",145430485,1618.0673114922
"909",145430485,1601.88663837728
"910",145430485,1585.86777199351
"911",145430485,1570.00909427357
"912",145430485,1554.30900333084
"913",145430485,1538.76591329753
"914",145430485,1523.37825416455
"915",145430485,1508.14447162291
"916",145430485,1493.06302690668
"917",145430485,1478.13239663761
"918",145430485,1463.35107267123
"919",145430485,1448.71756194452
"920",145430485,1434.23038632508
"921",145430485,1419.88808246183
"922",145430485,1405.68920163721
"923",145430485,1391.63230962084
"924",145430485,1377.71598652463
"925",145430485,1363.93882665938
"926",145430485,1350.29943839279
"927",145430485,1336.79644400886
"928",145430485,1323.42847956877
"929",145430485,1310.19419477308
"930",145430485,1297.09225282535
"931",145430485,1284.1213302971
"932",145430485,1271.28011699413
"933",145430485,1258.56731582419
"934",145430485,1245.98164266594
"935",145430485,1233.52182623928
"936",145430485,1221.18660797689
"937",145430485,1208.97474189712
"938",145430485,1196.88499447815
"939",145430485,1184.91614453337
"940",145430485,1173.06698308804
"941",145430485,1161.33631325716
"942",145430485,1149.72295012458
"943",145430485,1138.22572062334
"944",145430485,1126.84346341711
"945",145430485,1115.57502878293
"946",145430485,1104.4192784951
"947",145430485,1093.37508571015
"948",145430485,1082.44133485305
